โครงสร้างและรูปแบบข้อมูล XML  ภงด 50,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Index,Dictionary Entry Name (DEN) ,,,,,,,,<XML Tag>,Description ,Type ,Max Len,Attribute ,,,Rule Guideline,,,
1.6.19.1.7.6.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.Specify,<rd:Specify>,ระบุ,String,50,[0…1],,,,,,
1.6.19.1.7.6.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.YearAmount,<rd:YearAmount>,เวลา (ปี) ค่า 0 - 99,Number,2,[0…1],,,,,,
1.6.19.1.7.6.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.StartDate,<rd:StartDate>,ตั้งแต่วัน เดือน ปี,Date,,[0…1],,,,,,
1.6.19.1.7.6.4,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.EndDate,<rd:EndDate>,ถึงวัน เดือน ปี,Date,,[0…1],NU,,,,,
1.6.19.1.7.7,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.PreviousCitTaxExemptionAmount,,<rd:PreviousCitTaxExemptionAmount>,ภาษีเงินได้นิติบุคคลที่ขอใช้สิทธิยกเว้นต่อสำนักงานคณะกรรมการส่งเสริมการลงทุนมาแล้วก่อนรอบที่ยื่นแบบ (ยังไม่ผ่านการตรวจสอบ) จำนวน,"Decimal (15,2)",15,[0…1],,,,,,
1.6.19.1.7.8,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.CurrentCitTaxExemptionAmount,,<rd:CurrentCitTaxExemptionAmount>,ภาษีเงินได้นิติบุคคลที่ใช้สิทธิยกเว้นสำ หรับรอบระยะเวลาบัญชีปี จำนวน,"Decimal (15,2)",15,[0…1],,,,,,
1.6.19.1.7.9,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionInfo.TotalCitTaxExemptionAmount,,<rd:TotalCitTaxExemptionAmount>,รวมภาษีเงินได้นิติบุคคลที่ใช้สิทธิยกเว้นสะสมถึงรอบปีปัจจุบันจำ นวน,"Decimal (15,2)",15,[0…1],,,,,,
1.6.19.1.8,,,,,,TaxFormDetail.BoiAttachment.Detail.ProductionQuantityAndSaleInfo,,,<rd:ProductionQuantityAndSaleInfo>,ปริมาณการผลิตและจำ หน่ายผลิตภัณฑ์/บริการที่ได้รับส่งเสริมตามรอบระยะเวลาบัญช,Object,,[0…1],,,,,,
1.6.19.1.8.1,,,,,,,TaxFormDetail.BoiAttachment.Detail.ProductType,,<rd:ProductType>,ชนิดผลิตภัณฑ์หรือบริการ,String,100,[0…1],,,,,,
1.6.19.1.8.2,,,,,,,TaxFormDetail.BoiAttachment.Detail.Capacity,,<rd:Capacity>,กำลังการผลิต / ขนาดบริการตามบัตรส่งเสริม,Object,,[0…1],,,,,,
1.6.19.1.8.2.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Capacity.Unit,<rd:Unit>,หน่วย,String,20,[0…1],,,,,,
1.6.19.1.8.2.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Capacity.Quantity,<rd:Quantity>,ปริมาณ,"Decimal (19,6)",19,[0…1],,,,,,
1.6.19.1.8.3,,,,,,,TaxFormDetail.BoiAttachment.Detail.ActualProduction,,<rd:ActualProduction>,การผลิต / ขนาดบริการที่เกิดขึ้นจริงสำ หรับรอบระยะเวลาบัญชี,Object,,[0…1],,,,,,
1.6.19.1.8.3.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.ActualProduction.Unit,<rd:Unit>,หน่วย,String,20,[0…1],,,,,,
1.6.19.1.8.3.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.ActualProduction.Quantity,<rd:Quantity>,ปริมาณ,"Decimal (19,6)",19,[0…1],,,,,,
1.6.19.1.8.4,,,,,,,TaxFormDetail.BoiAttachment.Detail.Sale,,<rd:Sale>,การจำหน่าย / การให้บริการ,Object,,[0…1],,,,,,
1.6.19.1.8.4.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Sale.Unit,<rd:Unit>,หน่วย,String,20,[0…1],,,,,,
1.6.19.1.8.4.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Sale.Quantity,<rd:Quantity>,ปริมาณ,"Decimal (19,6)",19,[0…1],,,,,,
1.6.19.1.8.4.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Sale.Value,<rd:Value>, มูลค่า,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.8.5,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionSale,,<rd:TaxExemptionSale>,การจำหน่าย / การให้บริการที่ขอใช้สิทธิประโยชน์ยกเว้นภาษีเงินได้นิติบุคคล,Object,,[0…1],,,,,,
1.6.19.1.8.5.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionSale.Unit,<rd:TaxExemptionSale>,หน่วย,String,20,[0…1],,,,,,
1.6.19.1.8.5.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionSale.Quantity,<rd:Quantity>,ปริมาณ,"Decimal (19,6)",19,[0…1],,,,,,
1.6.19.1.8.5.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.TaxExemptionSale.Value,<rd:Value>, มูลค่า,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2,,,<rd:Pnd50_Item2>,รายการที่ 2 รายได้ รายจ่าย กำ ไรหรือขาดทุนสุทธิ และการคำ นวณภาษี และใบแนบรายได้ที่ได้รับการยกเว้นภาษีเงินได้หรือรายจ่ายที่มีสิทธิหักได้เพิ่มขึ้น,Object,,[0…1],,,,,,
1.6.19.1.9.1,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No1_Revenue,,<rd:No1_Revenue>,ข้อ 1 รายได้โดยตรงจากการประกอบกิจการ,Object,,[0…1],,,,,,
1.6.19.1.9.1.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No1_Revenue.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.1.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No1_Revenue.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.1.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No1_Revenue.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.2,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No2_LessCostofSales,,<rd:No2_LessCostofSales>,ข้อ 2 หัก ต้นทุนขายหรือรายจ่ายเพื่อคำ นวณ กำ ไรขั้นต้น,Object,,[0…1],,,,,,
1.6.19.1.9.2.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No2_LessCostofSales.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.2.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No2_LessCostofSales.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.2.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No2_LessCostofSales.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.3,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss,,<rd:No3_GrossProfitOrLoss>,ข้อ 3 กำไรขั้นต้น ขาดทุนขั้นต้น,Object,,[0…1],,,,,,
1.6.19.1.9.3.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.ProfitLoss_Indicator,<rd:ProfitLoss_Indicator>,"ดัชนีกำไร/ขาดทุนขั้นต้น 0 = ไม่มีสถานะ, 1 = กำไร, 2 = ขาดทุน",Number,1,[0…1],,,,,,
1.6.19.1.9.3.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.ExemptionIndicator,<rd:ExemptionIndicator>,"ดัชนีกำไร/ขาดทุนกิจการที่ได้รับยกเว้นภาษีเงินได้ 0 = ไม่มีสถานะ, 1 = กำไร, 2 = ขาดทุน",Number,1,[0…1],,,,,,
1.6.19.1.9.3.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.3.4,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.Exemption50PercentIndicator,<rd:Exemption50PercentIndicator>,"ดัชนีกำไร/ขาดทุนกิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ 0 = ไม่มีสถานะ, 1 = กำไร, 2 = ขาดทุน",Number,1,[0…1],,,,,,
1.6.19.1.9.3.5,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.3.6,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.LiableIndicator,<rd:LiableIndicator>,"ดัชนีกำไร/ขาดทุนกิจการที่ต้องเสียภาษีเงินได้ 0 = ไม่มีสถานะ, 1 = กำไร, 2 = ขาดทุน",Number,1,[0…1],,,,,,
1.6.19.1.9.3.7,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No3_GrossProfitOrLoss.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.4,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No8_LessSellingAndAdminExpenses,,<rd:No8_LessSellingAndAdminExpenses>,ข้อ 8 รายจ่ายในการขายและบริหาร,Object,,[0…1],,,,,,
1.6.19.1.9.4.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No8_LessSellingAndAdminExpenses.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.4.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No8_LessSellingAndAdminExpenses.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.4.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No8_LessSellingAndAdminExpenses.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.5,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No11_PlusExpensesOverTheRevenueCode,,<rd:No11_PlusExpensesOverTheRevenueCode>,ข้อ 11 รายจ่ายที่ไม่ให้ถือเป็นรายจ่ายตาม ประมวลรัษฎากร,Object,,[0…1],,,,,,
1.6.19.1.9.5.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No11_PlusExpensesOverTheRevenueCode.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.5.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No11_PlusExpensesOverTheRevenueCode.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.5.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No11_PlusExpensesOverTheRevenueCode.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.6,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_TotalAmount,,<rd:RevOrExpAttach_TotalAmount>,ใบแนบฯ ข้อ 5 หักข้อ 2.1 2.3 และ 2.4 รายจ่ายอื่น ๆ ที่หักได้เพิ่มขึ้นตาม ประมวลรัษฎากร,Object,,[0…1],,,,,,
1.6.19.1.9.6.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_TotalAmount.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.6.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_TotalAmount.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.6.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_TotalAmount.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.7,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_1,,<rd:RevOrExpAttach_No2_1>,ใบแนบฯข้อ2.1 รายจ่ายเพื่อทำการวิจัยและพัฒนา เทคโนโลยีและนวัตกรรม,Object,,[0…1],,,,,,
1.6.19.1.9.7.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_1.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.7.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_1.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.7.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_1.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.8,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_3,,<rd:RevOrExpAttach_No2_3>,ใบแนบฯข้อ2.3 หัก รายจ่ายในการส่งลูกจ้างเข้ารับการ ศึกษาและฝึกอบรม,Object,,[0…1],,,,,,
1.6.19.1.9.8.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_3.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.8.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_3.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.8.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_3.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.9,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_4,,<rd:RevOrExpAttach_No2_4>,ใบแนบฯข้อ2.4 รายจ่ายที่หักได้เพิ่มขึ้นจากสิทธิ ประโยชน์ส่งเสริมการลงทุน,Object,,[0…1],,,,,,
1.6.19.1.9.9.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_4.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.9.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_4.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.9.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.RevOrExpAttach_No2_4.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.10,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No15_LessNetLossesDeductByLaw,,<rd:No15_LessNetLossesDeductByLaw>,ข้อ 15 ขาดทุนสุทธิที่มีสิทธินำ มาหักตาม กฎหมาย,Object,,[0…1],,,,,,
1.6.19.1.9.10.1,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No15_LessNetLossesDeductByLaw.Exemption,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.10.2,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No15_LessNetLossesDeductByLaw.Exemption50Percent,<rd:Exemption50Percent>,กิจการที่ได้รับการลดหย่อน อัตราภาษีเงินได้ไม่เกินร้อยละห้าสิบของอัตราปกติ,"Decimal (15, 2)",15,[0…1],,,,,,
1.6.19.1.9.10.3,,,,,,,,TaxFormDetail.BoiAttachment.Detail.Pnd50_Item2.No15_LessNetLossesDeductByLaw.Liable,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],,,,,,
